"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Iris Automations","1,500,000","venture","2017-01-18","Details",""
"2","Y Combinator","Iris Automations","","seed","2016-08-31","Details",""
