"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Emerge Venture Lab","PI-TOP","3,500,000","venture","2016-11-03","Details",""
"2","Emerge Venture Lab","PI-TOP","25,000","seed","2015-01-01","Details",""
