"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Wayra","Trustev","500,000","seed","2013-12-16","Details","Exited"
"2","Rockstart Accelerator","Wercker","2,400,000","venture","2014-10-01","Details","Exited"
"3","Techstars","Notion","2,500,000","seed","2015-05-26","Details",""
"4","Y Combinator","Unbabel","5,000,000","venture","2016-10-31","Details",""
"5","Rockstart Accelerator","Wercker","4,500,000","venture","2016-01-28","Details","Exited"
"6","Wayra","Trustev","3,000,000","seed","2013-10-30","Details","Exited"
"7","Y Combinator","GoCardless","13,000,000","venture","2016-03-21","Details",""
