"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Misterbnb","8,500,000","venture","2017-06-06","Details",""
"2","Springboard","Hassle.com (prev. Teddle)","6,000,000","venture","2014-05-08","Details","Exited"
