"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Yogome","6,600,000","venture","2017-05-31","Details",""
"2","500startups","Yogome","3,000,000","seed","2016-07-01","Details",""
