"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","FounderFuel","Vuru","1,000,000","seed","2015-04-29","Details",""
"2","Boost VC","Atlas Card","400,000","seed","2014-08-01","Details",""
"3","Boost VC","Down","1,000,000","seed","2013-04-29","Details","Exited"
"4","Y Combinator","FundersClub","6,500,000","seed","2012-10-19","Details",""
"5","Boost VC","Favor","13,000,000","venture","2015-03-13","Details",""
"6","Boost VC","BitPagos","600,000","seed","2014-01-29","Details",""
"7","Boost VC","ZapChain","350,000","seed","2015-11-06","Details",""
"8","Boost VC","Mirror","8,800,000","venture","2015-06-03","Details",""
"9","Techstars","Nuerala","750,000","seed","2014-12-10","Details",""
"10","Techstars","Vizify","1,417,000","seed","2012-03-03","Details","Exited"
"11","AngelPad","Vungle","2,000,000","seed","2012-05-02","Details",""
"12","Boost VC","Gliph","200,000","seed","2013-09-19","Details","Dead"
"13","Y Combinator","Goldbely","3,000,000","seed","2013-09-17","Details",""
"14","The Alchemist Accelerator","Datawallet","300,000","angel","2015-01-22","Details",""
"15","Boost VC","Ava","1,800,000","seed","2016-11-16","Details",""
"16","RockHealth","Wellframe","1,500,000","seed","2014-04-07","Details",""
"17","Portland Seed Fund","Gliph","200,000","seed","2013-09-19","Details","Dead"
"18","Portland Seed Fund","Gliph","340,000","seed","2013-12-18","Details","Dead"
"19","Y Combinator","Bulletin","2,200,000","seed","2017-05-24","Details",""
"20","Amplify.LA","Stacksocial","800,000","seed","2012-07-24","Details",""
"21","Boost VC","Favor","2,000,000","seed","2014-09-04","Details",""
"22","Y Combinator","SocialCam","","angel","2012-04-30","Details","Exited"
"23","Y Combinator","Pebble Technology","375,000","angel","2011-04-18","Details","Exited"
"24","Boost VC","Hedgy","1,200,000","seed","2015-04-30","Details",""
"25","Techstars","Shelby.tv","1,500,000","seed","2011-07-14","Details","Exited"
"26","Boost VC","Transcense","1,800,000","seed","2016-11-16","Details",""
"27","Boost VC","Coincove","500,000","seed","2014-07-15","Details",""
"28","Boost VC","Gliph","340,000","seed","2013-12-18","Details","Dead"
"29","Y Combinator","Meta Space Glasses","23,000,000","venture","2015-01-28","Details",""
"30","Boost VC","AuditFile","3,000,000","venture","2014-02-07","Details",""
"31","Techstars","Atlas","400,000","seed","2014-08-01","Details",""
"32","AngelPad","Vungle","6,500,000","venture","2013-08-01","Details",""
"33","Boost VC","snapCard","1,500,000","seed","2014-10-06","Details",""
"34","Boost VC","Favor","1,200,000","debt_financing","2013-04-01","Details",""
"35","Boost VC","CommitChange","700,000","seed","2014-06-17","Details",""
"36","Boost VC","7shifts","1,200,000","seed","2016-05-26","Details",""
