"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Betaspring","NuLabel Technologies","","venture","2014-01-01","Details",""
"2","Betaspring","NuLabel Technologies","","venture","2015-03-01","Details",""
"3","Betaspring","NuLabel Technologies","","seed","2010-11-01","Details",""
"4","Techstars","Streamroot","2,500,000","seed","2015-12-10","Details",""
"5","Betaspring","NuLabel Technologies","","venture","2011-08-01","Details",""
"6","Betaspring","NuLabel Technologies","","venture","2013-02-01","Details",""
"7","Betaspring","NuLabel Technologies","","venture","2012-01-01","Details",""
