"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","LaunchpadLA","Prevoty","2,400,000","seed","2013-05-20","Details",""
"2","Y Combinator","BitNami","","seed","2013-03-01","Details",""
"3","AngelPad","Hall (was Companyline)","5,500,000","venture","2013-07-23","Details","Exited"
"4","Y Combinator","Wit.ai","3,000,000","seed","2014-10-15","Details","Exited
						Dead"
