"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Melbourne Accelerator Program","VenueMob","450,000","seed","2013-02-07","Details",""
"2","Melbourne Accelerator Program","VenueMob","530,000","angel","2014-08-18","Details",""
