"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"2","Media Camp","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"3","Techstars","Cogo.tv","1,200,000","seed","2015-01-01","Details",""
"4","LaunchpadLA","Tuition.io","1,000,000","angel","2013-02-26","Details",""
