"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","HYP3R","50,000","grant","2016-02-06","Details",""
"2","Techstars","LiveLike","50,000","grant","2016-02-06","Details",""
