"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Plated","15,000,000","venture","2014-08-09","Details",""
"2","Y Combinator","ProductHunt","6,100,000","venture","2014-10-08","Details","Exited"
"3","Techstars","PillPack","8,750,000","venture","2014-10-09","Details",""
"4","Y Combinator","Lever","10,000,000","venture","2014-10-02","Details",""
"5","DreamIT Ventures","Meerkat","14,000,000","venture","2015-03-27","Details",""
"6","Y Combinator","Bannerman","120,000","seed","2014-07-16","Details",""
"7","Y Combinator","Mattermark","2,000,000","seed","2014-06-29","Details",""
"8","Y Combinator","ProductHunt","880,000","seed","2014-08-21","Details","Exited"
