"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Capital Factory","PetsMD","20,000","seed","2009-06-01","Details",""
"2","Y Combinator","Message.io","","seed","2016-03-03","Details",""
"3","Capital Factory","NuHabitat","","seed","2013-10-15","Details",""
"4","Capital Factory","RippleFunction","20,000","seed","2010-05-01","Details","Dead"
"5","DreamIT Ventures","NarrativeDx","650,000","seed","2015-06-08","Details",""
"6","500startups","Equipboard","","seed","2012-10-15","Details",""
"7","Techstars","Ube","773,000","seed","2014-08-14","Details",""
"8","Capital Factory","SpeakerMix","","seed","2011-09-01","Details","Dead"
"9","Techstars","Ube","700,000","convertible_note","2014-08-30","Details",""
"10","Capital Factory","KeepStream","20,000","seed","2010-05-01","Details","Exited"
"11","Capital Factory","SwimTopia","","seed","2010-01-01","Details",""
"12","Capital Factory","Famigo","1,000,000","seed","2012-03-29","Details",""
"13","Capital Factory","MyTennisLessons","","seed","2013-10-15","Details",""
"14","Capital Factory","Smackages","20,000","seed","2010-05-01","Details",""
"15","Capital Factory","Hourville","","seed","2009-08-01","Details","Dead"
"16","DreamIT Ventures","TrendKite","4,417,202","venture","2015-02-26","Details",""
"17","Techstars","PenPal Schools","","seed","2015-04-01","Details",""
"18","Y Combinator","CrateJoy","4,000,000","venture","2014-10-14","Details",""
"19","Capital Factory","Sparefoot","3,500,000","venture","2011-03-07","Details",""
"20","500startups","Remark","","seed","2013-10-15","Details",""
"21","Techstars","Postmaster","118,000","seed","2013-01-15","Details",""
"22","Techstars","Postmaster","600,000","seed","2013-05-21","Details",""
"23","Capital Factory","LanternCRM","","seed","2013-10-15","Details",""
"24","Capital Factory","Hurricane Party","20,000","seed","2010-05-01","Details","Dead"
"25","Capital Factory","Aceable","","seed","2013-10-15","Details",""
"26","Capital Factory","GroupCharger","","seed","2011-09-01","Details",""
"27","Capital Factory","RecycleMatch","20,000","seed","2010-05-01","Details",""
"28","Capital Factory","Sparefoot","850,000","venture","2009-09-01","Details",""
"29","Capital Factory","Famigo","20,000","undisclosed","2009-04-22","Details",""
