"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Springboard","Knodium","35,000","seed","2012-04-01","Details",""
"2","Springboard","AdWings","15,000","venture","2011-05-01","Details","Dead"
