"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","EquityZen","3,500,000","venture","2015-09-17","Details",""
"2","Code for America Accelerator","SeamlessDocs","2,000,000","venture","2015-02-19","Details",""
"3","Techstars","Ube","","convertible_note","2015-01-21","Details",""
"4","Techstars","Notion","3,200,000","seed","2016-06-02","Details",""
"5","500startups","Rize","125,000","seed","2015-12-27","Details",""
