"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Mattermark","2,000,000","seed","2014-06-29","Details",""
"2","DreamIT Ventures","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
