"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Le Camping","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"2","Techstars","ThriveHive","2,500,000","seed","2015-08-15","Details","Exited"
"3","Techstars","Marginize","650,000","seed","2010-08-11","Details",""
"4","Techstars","SmackHigh","1,650,000","seed","2015-08-19","Details",""
"5","Techstars","Doctrackr","2,000,000","seed","2012-10-02","Details","Exited"
"6","Techstars","ThriveHive","2,500,000","seed","2015-08-15","Details","Exited"
"7","Techstars","Zagster","1,100,000","seed","2012-10-18","Details",""
"8","Techstars","Zagster","1,000,000","venture","2012-10-18","Details",""
