"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Boost VC","Gliph","25,000","seed","2012-03-01","Details","Dead"
"2","Techstars","Glider","","seed","2012-08-01","Details","Exited"
"3","Portland Seed Fund","Cloudability","1,100,000","seed","2011-12-22","Details",""
"4","Portland Seed Fund","Homeschool Snowboarding","","seed","2013-08-15","Details",""
"5","Amplify.LA","Vadio","750,000","venture","2012-11-01","Details",""
"6","Portland Seed Fund","Wikisway","140,000","seed","2012-09-10","Details",""
"7","Portland Seed Fund","OnTheGo Platforms","323,000","seed","2013-09-17","Details","Exited"
"8","Techstars","SpaceView","","seed","2015-09-23","Details","Exited"
"9","Portland Seed Fund","Mobilitus","","seed","2012-10-01","Details",""
"10","Portland Seed Fund","Hively","25,000","seed","2011-11-04","Details","Dead"
"11","Portland Seed Fund","Indow Windows","","undisclosed","2014-09-26","Details",""
"12","Portland Seed Fund","OnTheGo Platforms","","seed","2012-08-29","Details","Exited"
"13","Portland Seed Fund","InGrid Solutions","25,000","seed","2012-09-01","Details","Dead"
"14","Amplify.LA","Vadio","1,030,000","convertible_note","2016-09-09","Details",""
"15","Boost VC","Gliph","200,000","seed","2013-09-19","Details","Dead"
"16","Portland Seed Fund","LaunchSide","25,000","seed","2011-07-20","Details","Dead"
"17","Portland Seed Fund","Globe Sherpa","1,300,000","venture","2013-03-05","Details","Exited"
"18","Portland Incubator Experiment (PIE)","AppThwack","600,000","seed","2013-03-01","Details","Exited"
"19","Portland Seed Fund","Gliph","25,000","seed","2012-03-01","Details","Dead"
"20","Portland Seed Fund","Superbly","1,000,000","seed","2013-04-09","Details",""
"21","Portland Seed Fund","Cloudability","","venture","2015-03-26","Details",""
"22","Portland Seed Fund","Gliph","200,000","seed","2013-09-19","Details","Dead"
"23","Portland Seed Fund","Good Works Now","25,000","seed","2012-03-01","Details","Dead"
"24","Portland Seed Fund","Tellagence","25,000","venture","2012-05-31","Details",""
"25","Portland Seed Fund","4-Tell","","seed","2013-07-11","Details",""
"26","Portland Incubator Experiment (PIE)","Vadio","750,000","venture","2012-11-01","Details",""
"27","Portland Seed Fund","Tellagence","","venture","2014-01-27","Details",""
"28","Portland Seed Fund","Tellagence","","venture","2013-01-29","Details",""
"29","Portland Incubator Experiment (PIE)","Cloudability","","venture","2015-03-26","Details",""
"30","Portland Incubator Experiment (PIE)","Cloudability","8,700,000","venture","2012-07-12","Details",""
"31","Portland Seed Fund","Geoloqi","","venture","2012-02-21","Details","Exited"
"32","Portland Incubator Experiment (PIE)","Smart Mocha","","seed","2013-03-21","Details","Dead"
"33","Portland Seed Fund","Indow Windows","","venture","2013-04-01","Details",""
"34","Portland Seed Fund","OnTheGo Platforms","","venture","2015-02-18","Details","Exited"
"35","Portland Seed Fund","OnTheGo Platforms","","venture","2015-06-24","Details","Exited"
"36","Portland Seed Fund","Brandlive","1,600,000","venture","2013-09-11","Details",""
"37","Portland Seed Fund","4-Tell","1,000,000","venture","2012-01-01","Details",""
"38","Amplify.LA","Vadio","8,000,000","venture","2015-05-12","Details",""
"39","Portland Incubator Experiment (PIE)","Vadio","1,030,000","convertible_note","2016-09-09","Details",""
"40","Amplify.LA","Vadio","","venture","2013-12-16","Details",""
"41","Techstars","Cloudability","8,700,000","venture","2012-07-12","Details",""
"42","Portland Incubator Experiment (PIE)","Vadio","","venture","2013-12-16","Details",""
"43","Portland Seed Fund","LaunchSide","25,000","seed","2011-11-05","Details","Dead"
"44","Portland Seed Fund","Globe Sherpa","","seed","2014-04-10","Details","Exited"
"45","Portland Incubator Experiment (PIE)","Vadio","8,000,000","venture","2015-05-12","Details",""
"46","Portland Seed Fund","4-Tell","140,000","debt_financing","2015-03-09","Details",""
"47","Techstars","Vizify","","venture","2013-03-21","Details","Exited"
"48","Portland Seed Fund","Globe Sherpa","3,500,000","undisclosed","2015-06-30","Details","Exited"
"49","Portland Incubator Experiment (PIE)","Cloudability","1,100,000","seed","2011-12-22","Details",""
"50","Techstars","Cloudability","","venture","2015-03-26","Details",""
"51","Techstars","Cloudability","1,100,000","seed","2011-12-22","Details",""
"52","Portland Seed Fund","Superbly","","seed","2012-08-01","Details",""
"53","Portland Seed Fund","Globe Sherpa","25,000","venture","2012-03-01","Details","Exited"
"54","Portland Seed Fund","Cloudability","8,700,000","venture","2012-07-12","Details",""
"55","Portland Seed Fund","Tellagence","","seed","2015-04-17","Details",""
"56","Portland Seed Fund","SERPs","","seed","2014-04-22","Details",""
"57","Portland Seed Fund","Tellagence","","seed","2014-12-08","Details",""
