"","InvName2","InvID2","website"
"1","Microsoft Ventures Accelerator Tel Aviv","266005","http://www.seed-db.com/investorgraph/investorview?investorid=266005"
"2","Y Combinator","1011","http://www.seed-db.com/investorgraph/investorview?investorid=1011"
"3","Mucker Lab","6008","http://www.seed-db.com/investorgraph/investorview?investorid=6008"
"4","Amplify.LA","95004","http://www.seed-db.com/investorgraph/investorview?investorid=95004"
"5","NYC SeedStart","7004","http://www.seed-db.com/investorgraph/investorview?investorid=7004"
"6","AngelPad","2002","http://www.seed-db.com/investorgraph/investorview?investorid=2002"
"7","New York Digital Health Accelerator","237002","http://www.seed-db.com/investorgraph/investorview?investorid=237002"
"8","RockHealth","8008","http://www.seed-db.com/investorgraph/investorview?investorid=8008"
"9","Code for America Accelerator","50042","http://www.seed-db.com/investorgraph/investorview?investorid=50042"
"10","LaunchpadLA","8005","http://www.seed-db.com/investorgraph/investorview?investorid=8005"
"11","Upwest Labs","98001","http://www.seed-db.com/investorgraph/investorview?investorid=98001"
"12","Springboard","94004","http://www.seed-db.com/investorgraph/investorview?investorid=94004"
"13","Flashpoint","2006","http://www.seed-db.com/investorgraph/investorview?investorid=2006"
"14","Portland Incubator Experiment (PIE)","8006","http://www.seed-db.com/investorgraph/investorview?investorid=8006"
"15","Capital Innovators","275006","http://www.seed-db.com/investorgraph/investorview?investorid=275006"
"16","Orange Fab","5508616203272192","http://www.seed-db.com/investorgraph/investorview?investorid=5508616203272192"
"17","Techstars","3012","http://www.seed-db.com/investorgraph/investorview?investorid=3012"
"18","Entrepreneurs Roundtable Accelerator","2005","http://www.seed-db.com/investorgraph/investorview?investorid=2005"
"19","Imagine K12","6006","http://www.seed-db.com/investorgraph/investorview?investorid=6006"
"20","The Yield Lab","5667465501605888","http://www.seed-db.com/investorgraph/investorview?investorid=5667465501605888"
"21","DreamIT Ventures","8001","http://www.seed-db.com/investorgraph/investorview?investorid=8001"
"22","ImpactEngine","299002","http://www.seed-db.com/investorgraph/investorview?investorid=299002"
"23","SixThirty","5643944717189120","http://www.seed-db.com/investorgraph/investorview?investorid=5643944717189120"
"24","Portland Seed Fund","1008","http://www.seed-db.com/investorgraph/investorview?investorid=1008"
"25","Excelerate Labs","1003","http://www.seed-db.com/investorgraph/investorview?investorid=1003"
"26","Seedcamp","4005","http://www.seed-db.com/investorgraph/investorview?investorid=4005"
"27","Media Camp","926002","http://www.seed-db.com/investorgraph/investorview?investorid=926002"
"28","i/o ventures","1006","http://www.seed-db.com/investorgraph/investorview?investorid=1006"
"29","Capital Factory","3003","http://www.seed-db.com/investorgraph/investorview?investorid=3003"
"30","fbFund","7002","http://www.seed-db.com/investorgraph/investorview?investorid=7002"
"31","gener8tor","263012","http://www.seed-db.com/investorgraph/investorview?investorid=263012"
"32","The Brandery","2004","http://www.seed-db.com/investorgraph/investorview?investorid=2004"
"33","The Alchemist Accelerator","43001","http://www.seed-db.com/investorgraph/investorview?investorid=43001"
"34","Seedrocket","6010","http://www.seed-db.com/investorgraph/investorview?investorid=6010"
"35","InnoSpring","20001","http://www.seed-db.com/investorgraph/investorview?investorid=20001"
"36","SparkLabs","145006","http://www.seed-db.com/investorgraph/investorview?investorid=145006"
"37","Startmate","142002","http://www.seed-db.com/investorgraph/investorview?investorid=142002"
"38","500startups","2001","http://www.seed-db.com/investorgraph/investorview?investorid=2001"
"39","Acceleprise","263002","http://www.seed-db.com/investorgraph/investorview?investorid=263002"
"40","SURGE","5008","http://www.seed-db.com/investorgraph/investorview?investorid=5008"
"41","Boost VC","928008","http://www.seed-db.com/investorgraph/investorview?investorid=928008"
"42","Healthbox","6004","http://www.seed-db.com/investorgraph/investorview?investorid=6004"
"43","AccelFoods","6234857592061952","http://www.seed-db.com/investorgraph/investorview?investorid=6234857592061952"
"44","Chinaccelerator","5002","http://www.seed-db.com/investorgraph/investorview?investorid=5002"
"45","JumpStartFoundry","5004","http://www.seed-db.com/investorgraph/investorview?investorid=5004"
"46","FounderFuel","1004","http://www.seed-db.com/investorgraph/investorview?investorid=1004"
"47","Highline","4002","http://www.seed-db.com/investorgraph/investorview?investorid=4002"
"48","HAXLR8R","1005","http://www.seed-db.com/investorgraph/investorview?investorid=1005"
"49","ignite100","4003","http://www.seed-db.com/investorgraph/investorview?investorid=4003"
"50","Mergelane","5760966956417024","http://www.seed-db.com/investorgraph/investorview?investorid=5760966956417024"
"51","SeedStartup","3010","http://www.seed-db.com/investorgraph/investorview?investorid=3010"
"52","OpenFund","5006","http://www.seed-db.com/investorgraph/investorview?investorid=5006"
"53","Blueprint Health","2003","http://www.seed-db.com/investorgraph/investorview?investorid=2003"
"54","iVentures10","1007","http://www.seed-db.com/investorgraph/investorview?investorid=1007"
"55","Rockstart Accelerator","68018","http://www.seed-db.com/investorgraph/investorview?investorid=68018"
"56","Tech Wildcatters","8009","http://www.seed-db.com/investorgraph/investorview?investorid=8009"
"57","AlphaLab","3001","http://www.seed-db.com/investorgraph/investorview?investorid=3001"
"58","K5Launch","350001","http://www.seed-db.com/investorgraph/investorview?investorid=350001"
"59","LAUNCH incubator","5651326834835456","http://www.seed-db.com/investorgraph/investorview?investorid=5651326834835456"
"60","Momentum","3007","http://www.seed-db.com/investorgraph/investorview?investorid=3007"
"61","Nxtp.labs","5005","http://www.seed-db.com/investorgraph/investorview?investorid=5005"
"62","LaunchBox Digital","8004","http://www.seed-db.com/investorgraph/investorview?investorid=8004"
"63","Telluride Venture Accelerator","264002","http://www.seed-db.com/investorgraph/investorview?investorid=264002"
"64","Betaspring","1002","http://www.seed-db.com/investorgraph/investorview?investorid=1002"
"65","Blue Startups","299008","http://www.seed-db.com/investorgraph/investorview?investorid=299008"
"66","JFDI.Asia","3006","http://www.seed-db.com/investorgraph/investorview?investorid=3006"
"67","SynBio axlr8r","5727230776836096","http://www.seed-db.com/investorgraph/investorview?investorid=5727230776836096"
"68","Le Camping","6279014150832128","http://www.seed-db.com/investorgraph/investorview?investorid=6279014150832128"
"69","Axel Springer Plug and Play","5394508585893888","http://www.seed-db.com/investorgraph/investorview?investorid=5394508585893888"
"70","Flashstarts","589005","http://www.seed-db.com/investorgraph/investorview?investorid=589005"
"71","Triangle Startup Factory","1010","http://www.seed-db.com/investorgraph/investorview?investorid=1010"
"72","Bizdom","6001","http://www.seed-db.com/investorgraph/investorview?investorid=6001"
"73","Emerge Venture Lab","5625003","http://www.seed-db.com/investorgraph/investorview?investorid=5625003"
"74","Wayra","4882922146365440","http://www.seed-db.com/investorgraph/investorview?investorid=4882922146365440"
"75","TLabs","140003","http://www.seed-db.com/investorgraph/investorview?investorid=140003"
"76","Accelerate Baltimore","136003","http://www.seed-db.com/investorgraph/investorview?investorid=136003"
"77","10-xcelerator","1001","http://www.seed-db.com/investorgraph/investorview?investorid=1001"
"78","Extreme University","6003","http://www.seed-db.com/investorgraph/investorview?investorid=6003"
"79","Bethnal Green Ventures","5001","http://www.seed-db.com/investorgraph/investorview?investorid=5001"
"80","Startupbootcamp","7006","http://www.seed-db.com/investorgraph/investorview?investorid=7006"
"81","Prosper Capital Accelerator","5764593871749120","http://www.seed-db.com/investorgraph/investorview?investorid=5764593871749120"
"82","autoXLR8R","747001","http://www.seed-db.com/investorgraph/investorview?investorid=747001"
"83","Matter.","614002","http://www.seed-db.com/investorgraph/investorview?investorid=614002"
"84","StartFast Venture Accelerator","5007","http://www.seed-db.com/investorgraph/investorview?investorid=5007"
"85","Melbourne Accelerator Program","1091001","http://www.seed-db.com/investorgraph/investorview?investorid=1091001"
"86","Difference Engine","7001","http://www.seed-db.com/investorgraph/investorview?investorid=7001"
"87","LAUNCHub","338001","http://www.seed-db.com/investorgraph/investorview?investorid=338001"
"88","Jolt","90001","http://www.seed-db.com/investorgraph/investorview?investorid=90001"
"89","Tumml","5730485825175552","http://www.seed-db.com/investorgraph/investorview?investorid=5730485825175552"
"90","Velocity Indiana Accelerator","1725001","http://www.seed-db.com/investorgraph/investorview?investorid=1725001"
"91","9Mile Labs","5643323087781888","http://www.seed-db.com/investorgraph/investorview?investorid=5643323087781888"
"92","LaunchHouse","287009","http://www.seed-db.com/investorgraph/investorview?investorid=287009"
"93","angelcube","4001","http://www.seed-db.com/investorgraph/investorview?investorid=4001"
"94","UpTech","144001","http://www.seed-db.com/investorgraph/investorview?investorid=144001"
"95","Springboard - Internet of Things","273007","http://www.seed-db.com/investorgraph/investorview?investorid=273007"
"96","Startup Wise Guys","3011","http://www.seed-db.com/investorgraph/investorview?investorid=3011"
"97","Pushstart Accelerator","3009","http://www.seed-db.com/investorgraph/investorview?investorid=3009"
"98","Straight Shot","5709156346494976","http://www.seed-db.com/investorgraph/investorview?investorid=5709156346494976"
"99","StartEngine","101001","http://www.seed-db.com/investorgraph/investorview?investorid=101001"
"100","ZeroTo510","1027003","http://www.seed-db.com/investorgraph/investorview?investorid=1027003"
"101","The Iron Yard","7008","http://www.seed-db.com/investorgraph/investorview?investorid=7008"
"102","88mph","272016","http://www.seed-db.com/investorgraph/investorview?investorid=272016"
"103","StartupYard","126005","http://www.seed-db.com/investorgraph/investorview?investorid=126005"
"104","Women Innovate Mobile","5009","http://www.seed-db.com/investorgraph/investorview?investorid=5009"
"105","Oxygen Accelerator","6009","http://www.seed-db.com/investorgraph/investorview?investorid=6009"
"106","dotforge accelerator","355002","http://www.seed-db.com/investorgraph/investorview?investorid=355002"
"107","Project Skyway","222002","http://www.seed-db.com/investorgraph/investorview?investorid=222002"
"108","StartupReykjavik","92001","http://www.seed-db.com/investorgraph/investorview?investorid=92001"
"109","Spark Lab KC","5649952705347584","http://www.seed-db.com/investorgraph/investorview?investorid=5649952705347584"
"110","Global Insurance Accelerator","5683774385815552","http://www.seed-db.com/investorgraph/investorview?investorid=5683774385815552"
"111","Socratic Labs","941001","http://www.seed-db.com/investorgraph/investorview?investorid=941001"
"112","GammaRebels","93003","http://www.seed-db.com/investorgraph/investorview?investorid=93003"
"113","Propeller Venture Accelerator","8007","http://www.seed-db.com/investorgraph/investorview?investorid=8007"
"114","33entrepreneurs","6078336098893824","http://www.seed-db.com/investorgraph/investorview?investorid=6078336098893824"
"115","Seed Hatchery","1030003","http://www.seed-db.com/investorgraph/investorview?investorid=1030003"
"116","Communitech Hyperdrive","79001","http://www.seed-db.com/investorgraph/investorview?investorid=79001"
"117","LearnLaunchX","1375001","http://www.seed-db.com/investorgraph/investorview?investorid=1375001"
"118","SeedSumo","5955001","http://www.seed-db.com/investorgraph/investorview?investorid=5955001"
"119","Eleven Startup Accelerator","78001","http://www.seed-db.com/investorgraph/investorview?investorid=78001"
"120","LightningLab","268003","http://www.seed-db.com/investorgraph/investorview?investorid=268003"
"121","buildit","5672889575538688","http://www.seed-db.com/investorgraph/investorview?investorid=5672889575538688"
"122","TexDrive","7007","http://www.seed-db.com/investorgraph/investorview?investorid=7007"
"123","BootupLabs","6002","http://www.seed-db.com/investorgraph/investorview?investorid=6002"
"124","innovyz start","8003","http://www.seed-db.com/investorgraph/investorview?investorid=8003"
"125","Iowa Startup Accelerator","5213879441293312","http://www.seed-db.com/investorgraph/investorview?investorid=5213879441293312"
"126","Desai Accelerator","5726148130504704","http://www.seed-db.com/investorgraph/investorview?investorid=5726148130504704"
"127","StartupHighway","123003","http://www.seed-db.com/investorgraph/investorview?investorid=123003"
"128","BoomStartup","3002","http://www.seed-db.com/investorgraph/investorview?investorid=3002"
"129","GameFounders","91001","http://www.seed-db.com/investorgraph/investorview?investorid=91001"
"130","betaFactory","120002","http://www.seed-db.com/investorgraph/investorview?investorid=120002"
"131","The Ark","49047","http://www.seed-db.com/investorgraph/investorview?investorid=49047"
"132","Shotput Ventures","2008","http://www.seed-db.com/investorgraph/investorview?investorid=2008"
"133","NMotion","589004","http://www.seed-db.com/investorgraph/investorview?investorid=589004"
"134","Hub Ventures","6005","http://www.seed-db.com/investorgraph/investorview?investorid=6005"
"135","Flat6 Labs","9001","http://www.seed-db.com/investorgraph/investorview?investorid=9001"
"136","GazelleLab","3004","http://www.seed-db.com/investorgraph/investorview?investorid=3004"
"137","Hatch","263013","http://www.seed-db.com/investorgraph/investorview?investorid=263013"
"138","Metavallon","5726413743194112","http://www.seed-db.com/investorgraph/investorview?investorid=5726413743194112"
"139","Upstart Memphis","6269921033977856","http://www.seed-db.com/investorgraph/investorview?investorid=6269921033977856"
"140","Searchcamp","924002","http://www.seed-db.com/investorgraph/investorview?investorid=924002"
"141","ProSiebenSat.1 Accelerator","6296967114129408","http://www.seed-db.com/investorgraph/investorview?investorid=6296967114129408"
"142","XLerateHealth","641003","http://www.seed-db.com/investorgraph/investorview?investorid=641003"
"143","HugeThing","125002","http://www.seed-db.com/investorgraph/investorview?investorid=125002"
"144","Summer @ Highland","1009","http://www.seed-db.com/investorgraph/investorview?investorid=1009"
"145","NDRC (LaunchPad / VentureLab)","2007","http://www.seed-db.com/investorgraph/investorview?investorid=2007"
"146","IDC Elevator","3005","http://www.seed-db.com/investorgraph/investorview?investorid=3005"
"147","NextStart","3008","http://www.seed-db.com/investorgraph/investorview?investorid=3008"
"148","Oasis 500","4004","http://www.seed-db.com/investorgraph/investorview?investorid=4004"
"149","H-Farm Ventures","5003","http://www.seed-db.com/investorgraph/investorview?investorid=5003"
"150","HackFWD","7003","http://www.seed-db.com/investorgraph/investorview?investorid=7003"
"151","Startl","7005","http://www.seed-db.com/investorgraph/investorview?investorid=7005"
"152","YEurope","7009","http://www.seed-db.com/investorgraph/investorview?investorid=7009"
"153","iAccelerator","8002","http://www.seed-db.com/investorgraph/investorview?investorid=8002"
"154","The Morpheus","8010","http://www.seed-db.com/investorgraph/investorview?investorid=8010"
"155","Umbono","10001","http://www.seed-db.com/investorgraph/investorview?investorid=10001"
"156","NewMe accelerator","42001","http://www.seed-db.com/investorgraph/investorview?investorid=42001"
"157","Founder Institute","53044","http://www.seed-db.com/investorgraph/investorview?investorid=53044"
"158","Brooklyn Beta Summer Camp","58019","http://www.seed-db.com/investorgraph/investorview?investorid=58019"
"159","Incubate Miami","58041","http://www.seed-db.com/investorgraph/investorview?investorid=58041"
"160","Innov8 for Health","80001","http://www.seed-db.com/investorgraph/investorview?investorid=80001"
"161","Plug and Play Startup Camp","83002","http://www.seed-db.com/investorgraph/investorview?investorid=83002"
"162","Seeqnce","100003","http://www.seed-db.com/investorgraph/investorview?investorid=100003"
"163","Plarium Labs","116001","http://www.seed-db.com/investorgraph/investorview?investorid=116001"
"164","Venturegeeks","117001","http://www.seed-db.com/investorgraph/investorview?investorid=117001"
"165","VictorySpark","121006","http://www.seed-db.com/investorgraph/investorview?investorid=121006"
"166","StartupSauna","129007","http://www.seed-db.com/investorgraph/investorview?investorid=129007"
"167","Co.Lab accelerator","134007","http://www.seed-db.com/investorgraph/investorview?investorid=134007"
"168","CoLabs","135001","http://www.seed-db.com/investorgraph/investorview?investorid=135001"
"169","Le Camping","135008","http://www.seed-db.com/investorgraph/investorview?investorid=135008"
"170","Greenstart","201001","http://www.seed-db.com/investorgraph/investorview?investorid=201001"
"171","VentureHive","267008","http://www.seed-db.com/investorgraph/investorview?investorid=267008"
"172","Tandem","278011","http://www.seed-db.com/investorgraph/investorview?investorid=278011"
"173","MindTheBridge","279007","http://www.seed-db.com/investorgraph/investorview?investorid=279007"
"174","Upstart Labs","296007","http://www.seed-db.com/investorgraph/investorview?investorid=296007"
"175","Lean Launch Ventures","324003","http://www.seed-db.com/investorgraph/investorview?investorid=324003"
"176","XLR8HI","358002","http://www.seed-db.com/investorgraph/investorview?investorid=358002"
"177","The Bakery","450002","http://www.seed-db.com/investorgraph/investorview?investorid=450002"
"178","Fortify Ventures - Accelerator","715001","http://www.seed-db.com/investorgraph/investorview?investorid=715001"
"179","LaunchPad Long Island","1089001","http://www.seed-db.com/investorgraph/investorview?investorid=1089001"
"180","Incubate","1101001","http://www.seed-db.com/investorgraph/investorview?investorid=1101001"
"181","Think Big Partners Accelerator","1909001","http://www.seed-db.com/investorgraph/investorview?investorid=1909001"
"182","Highway1","2579002","http://www.seed-db.com/investorgraph/investorview?investorid=2579002"
"183","Manos Accelerator","2582002","http://www.seed-db.com/investorgraph/investorview?investorid=2582002"
"184","Sparkgap","4738503199948800","http://www.seed-db.com/investorgraph/investorview?investorid=4738503199948800"
"185","JLAB (John Lewis)","4865044546322432","http://www.seed-db.com/investorgraph/investorview?investorid=4865044546322432"
"186","Female Propeller for High Flyers","4865454514372608","http://www.seed-db.com/investorgraph/investorview?investorid=4865454514372608"
"187","Arizona Furnace","5637945855836160","http://www.seed-db.com/investorgraph/investorview?investorid=5637945855836160"
"188","Black Forest Accelerator","5678385120411648","http://www.seed-db.com/investorgraph/investorview?investorid=5678385120411648"
"189","i360accelerator","5700305828184064","http://www.seed-db.com/investorgraph/investorview?investorid=5700305828184064"
"190","NextHIT","5768182484697088","http://www.seed-db.com/investorgraph/investorview?investorid=5768182484697088"
"191","emerge Xcelerate","5818019456483328","http://www.seed-db.com/investorgraph/investorview?investorid=5818019456483328"
"192","Illumina Accelerator Program","5884898489401344","http://www.seed-db.com/investorgraph/investorview?investorid=5884898489401344"
"193","XTRATOS","6090062500462592","http://www.seed-db.com/investorgraph/investorview?investorid=6090062500462592"
"194","NFX","6474819977609216","http://www.seed-db.com/investorgraph/investorview?investorid=6474819977609216"
"195","TopSeedsLab","6508459021303808","http://www.seed-db.com/investorgraph/investorview?investorid=6508459021303808"
"196","Open Education Challenge","6600237439254528","http://www.seed-db.com/investorgraph/investorview?investorid=6600237439254528"
"197","#BUILTBYGIRLS","5131731518619648","http://www.seed-db.com/investorgraph/investorview?investorid=5131731518619648"
"198",".406 Ventures","4903702712287232","http://www.seed-db.com/investorgraph/investorview?investorid=4903702712287232"
"199","01 Ventures","6262366878564352","http://www.seed-db.com/investorgraph/investorview?investorid=6262366878564352"
"200","100 X Capital Partners","6375505980817408","http://www.seed-db.com/investorgraph/investorview?investorid=6375505980817408"
"201","101 Startups","4786775700537344","http://www.seed-db.com/investorgraph/investorview?investorid=4786775700537344"
"202","10Branch","4965986180530176","http://www.seed-db.com/investorgraph/investorview?investorid=4965986180530176"
"203","10Xelerator","4716624435216384","http://www.seed-db.com/investorgraph/investorview?investorid=4716624435216384"
"204","10Xelerator","5647872099876864","http://www.seed-db.com/investorgraph/investorview?investorid=5647872099876864"
"205","10x Group","6263745227522048","http://www.seed-db.com/investorgraph/investorview?investorid=6263745227522048"
"206","122 West Ventures","5731399097122816","http://www.seed-db.com/investorgraph/investorview?investorid=5731399097122816"
"207","14W","4982227867795456","http://www.seed-db.com/investorgraph/investorview?investorid=4982227867795456"
"208","1517 Fund","6383948426903552","http://www.seed-db.com/investorgraph/investorview?investorid=6383948426903552"
"209","1776","5949180967124992","http://www.seed-db.com/investorgraph/investorview?investorid=5949180967124992"
"210","1776 Ventures","4940331535564800","http://www.seed-db.com/investorgraph/investorview?investorid=4940331535564800"
"211","1800Flowers","4960388584046592","http://www.seed-db.com/investorgraph/investorview?investorid=4960388584046592"
"212","1843 Capital","5703536033660928","http://www.seed-db.com/investorgraph/investorview?investorid=5703536033660928"
"213","2010 NYU Stern Business Plan Competition","5736914015485952","http://www.seed-db.com/investorgraph/investorview?investorid=5736914015485952"
"214","2020 Ventures","5399499774099456","http://www.seed-db.com/investorgraph/investorview?investorid=5399499774099456"
"215","2020 Ventures","5640229759221760","http://www.seed-db.com/investorgraph/investorview?investorid=5640229759221760"
"216","23Seed","4545276178071552","http://www.seed-db.com/investorgraph/investorview?investorid=4545276178071552"
"217","2500 Bachman Ventures","4619322190200832","http://www.seed-db.com/investorgraph/investorview?investorid=4619322190200832"
"218","2B Angels","4799147358027776","http://www.seed-db.com/investorgraph/investorview?investorid=4799147358027776"
"219","2B Angels","6242056800305152","http://www.seed-db.com/investorgraph/investorview?investorid=6242056800305152"
"220","313 Ventures","5653007672803328","http://www.seed-db.com/investorgraph/investorview?investorid=5653007672803328"
"221","313 Ventures","5951731099762688","http://www.seed-db.com/investorgraph/investorview?investorid=5951731099762688"
"222","316 Investments","5163230724882432","http://www.seed-db.com/investorgraph/investorview?investorid=5163230724882432"
"223","3311 Ventures","5654217796616192","http://www.seed-db.com/investorgraph/investorview?investorid=5654217796616192"
"224","33entrepreneurs","6561535660916736","http://www.seed-db.com/investorgraph/investorview?investorid=6561535660916736"
"225","360 Capital Partners","5635255146905600","http://www.seed-db.com/investorgraph/investorview?investorid=5635255146905600"
"226","360 Capital Partners","5656975983509504","http://www.seed-db.com/investorgraph/investorview?investorid=5656975983509504"
"227","37 Ventures","5427923498565632","http://www.seed-db.com/investorgraph/investorview?investorid=5427923498565632"
"228","3TS Capital Partners","5783484786278400","http://www.seed-db.com/investorgraph/investorview?investorid=5783484786278400"
"229","3one4 Capital","4879485941841920","http://www.seed-db.com/investorgraph/investorview?investorid=4879485941841920"
"230","3rd Prime Capital","5464985681526784","http://www.seed-db.com/investorgraph/investorview?investorid=5464985681526784"
"231","3x5 Special Opportunity Fund","6726476632162304","http://www.seed-db.com/investorgraph/investorview?investorid=6726476632162304"
"232","408 Ventures","6241278354259968","http://www.seed-db.com/investorgraph/investorview?investorid=6241278354259968"
"233","43North","5639068691988480","http://www.seed-db.com/investorgraph/investorview?investorid=5639068691988480"
"234","4490 Ventures","4932729074352128","http://www.seed-db.com/investorgraph/investorview?investorid=4932729074352128"
"235","4DX","5091100943450112","http://www.seed-db.com/investorgraph/investorview?investorid=5091100943450112"
"236","4iP","5250452597768192","http://www.seed-db.com/investorgraph/investorview?investorid=5250452597768192"
"237","500 Mobile Collective","6230778065190912","http://www.seed-db.com/investorgraph/investorview?investorid=6230778065190912"
"238","500 Startups","4891277640335360","http://www.seed-db.com/investorgraph/investorview?investorid=4891277640335360"
"239","500 Startups Canada","4918585663160320","http://www.seed-db.com/investorgraph/investorview?investorid=4918585663160320"
"240","500Tech","5092827553857536","http://www.seed-db.com/investorgraph/investorview?investorid=5092827553857536"
"241","62 Mile Ventures","5766770753273856","http://www.seed-db.com/investorgraph/investorview?investorid=5766770753273856"
"242","645 Ventures","5808721041031168","http://www.seed-db.com/investorgraph/investorview?investorid=5808721041031168"
"243","7-Eleven","5452197143773184","http://www.seed-db.com/investorgraph/investorview?investorid=5452197143773184"
"244","7-Ventures, LLC","4715717328896000","http://www.seed-db.com/investorgraph/investorview?investorid=4715717328896000"
"245","77 Ventures","4619650755198976","http://www.seed-db.com/investorgraph/investorview?investorid=4619650755198976"
"246","7percent Ventures","5205561620561920","http://www.seed-db.com/investorgraph/investorview?investorid=5205561620561920"
"247","7wire Ventures","5666890936483840","http://www.seed-db.com/investorgraph/investorview?investorid=5666890936483840"
"248","88mph.ac","6711108702306304","http://www.seed-db.com/investorgraph/investorview?investorid=6711108702306304"
"249","8VC","5695498438574080","http://www.seed-db.com/investorgraph/investorview?investorid=5695498438574080"
"250","8capita Partners","5351936505151488","http://www.seed-db.com/investorgraph/investorview?investorid=5351936505151488"
"251","9Mile Labs","4918553635454976","http://www.seed-db.com/investorgraph/investorview?investorid=4918553635454976"
"252","A Capital Partners, L.P.","5770079476121600","http://www.seed-db.com/investorgraph/investorview?investorid=5770079476121600"
"253","A-Grade Investments","6286484948647936","http://www.seed-db.com/investorgraph/investorview?investorid=6286484948647936"
"254","A-Grade Investments","6597475842392064","http://www.seed-db.com/investorgraph/investorview?investorid=6597475842392064"
"255","A.Capital Ventures","6343725789741056","http://www.seed-db.com/investorgraph/investorview?investorid=6343725789741056"
"256","ABC Dream Ventures","5884956609871872","http://www.seed-db.com/investorgraph/investorview?investorid=5884956609871872"
"257","ABRT Venture Fund","6221701100601344","http://www.seed-db.com/investorgraph/investorview?investorid=6221701100601344"
"258","ACCEL","5139991697031168","http://www.seed-db.com/investorgraph/investorview?investorid=5139991697031168"
"259","ACE & Company","5511407567110144","http://www.seed-db.com/investorgraph/investorview?investorid=5511407567110144"
"260","ACE Fund","4976512503644160","http://www.seed-db.com/investorgraph/investorview?investorid=4976512503644160"
"261","ACE Group","5659678025449472","http://www.seed-db.com/investorgraph/investorview?investorid=5659678025449472"
"262","ACE Group","6454779920252928","http://www.seed-db.com/investorgraph/investorview?investorid=6454779920252928"
"263","ACT Venture Capital","5170104434163712","http://www.seed-db.com/investorgraph/investorview?investorid=5170104434163712"
"264","ACT Venture Capital","6137979676393472","http://www.seed-db.com/investorgraph/investorview?investorid=6137979676393472"
"265","ADObjects, Inc","4812896232013824","http://www.seed-db.com/investorgraph/investorview?investorid=4812896232013824"
"266","ADT Security","5778225418469376","http://www.seed-db.com/investorgraph/investorview?investorid=5778225418469376"
"267","AFSquare","4955193464586240","http://www.seed-db.com/investorgraph/investorview?investorid=4955193464586240"
"268","AIA Konica Minolta Digital Health Accelerator","6023516549808128","http://www.seed-db.com/investorgraph/investorview?investorid=6023516549808128"
"269","AIB Seed Capital Fund","5952347331100672","http://www.seed-db.com/investorgraph/investorview?investorid=5952347331100672"
"270","AITV (Accelerate IT Ventures)","4770891854512128","http://www.seed-db.com/investorgraph/investorview?investorid=4770891854512128"
"271","AJ Vaynerchuk","5889733951488000","http://www.seed-db.com/investorgraph/investorview?investorid=5889733951488000"
"272","AKQA","6503481154207744","http://www.seed-db.com/investorgraph/investorview?investorid=6503481154207744"
"273","ALG International LLC","4772572960915456","http://www.seed-db.com/investorgraph/investorview?investorid=4772572960915456"
"274","ALLVP","5729914112180224","http://www.seed-db.com/investorgraph/investorview?investorid=5729914112180224"
"275","AM Partners","6282592298991616","http://www.seed-db.com/investorgraph/investorview?investorid=6282592298991616"
"276","AMC Networks","5266502253019136","http://www.seed-db.com/investorgraph/investorview?investorid=5266502253019136"
"277","AMD Ventures","5186703811674112","http://www.seed-db.com/investorgraph/investorview?investorid=5186703811674112"
"278","AMD Ventures","6487868276998144","http://www.seed-db.com/investorgraph/investorview?investorid=6487868276998144"
"279","AME Cloud Ventures","6140324728537088","http://www.seed-db.com/investorgraph/investorview?investorid=6140324728537088"
"280","ANII","4773703179042816","http://www.seed-db.com/investorgraph/investorview?investorid=4773703179042816"
"281","AOL Ventures","5038532737368064","http://www.seed-db.com/investorgraph/investorview?investorid=5038532737368064"
"282","APAGM Services","4963860154941440","http://www.seed-db.com/investorgraph/investorview?investorid=4963860154941440"
"283","AQUITI Gestion (ACI, Aqui-Invest, Aquitaine Amorage)","5104363869569024","http://www.seed-db.com/investorgraph/investorview?investorid=5104363869569024"
"284","ARC Angel Fund","4917259260657664","http://www.seed-db.com/investorgraph/investorview?investorid=4917259260657664"
"285","ARC Angel Fund","5629534317576192","http://www.seed-db.com/investorgraph/investorview?investorid=5629534317576192"
"286","ARTIS Ventures","5765699427368960","http://www.seed-db.com/investorgraph/investorview?investorid=5765699427368960"
"287","AT&T","4570069203943424","http://www.seed-db.com/investorgraph/investorview?investorid=4570069203943424"
"288","ATA Ventures","5711019661852672","http://www.seed-db.com/investorgraph/investorview?investorid=5711019661852672"
"289","ATX Seed Ventures","5996304811425792","http://www.seed-db.com/investorgraph/investorview?investorid=5996304811425792"
"290","AVentures Capital","6417212143304704","http://www.seed-db.com/investorgraph/investorview?investorid=6417212143304704"
"291","AXA Strategic Ventures","5677184714801152","http://www.seed-db.com/investorgraph/investorview?investorid=5677184714801152"
"292","Aadil Mamujee","4868100239392768","http://www.seed-db.com/investorgraph/investorview?investorid=4868100239392768"
"293","Aamer Abdullah","4932346818068480","http://www.seed-db.com/investorgraph/investorview?investorid=4932346818068480"
"294","Aaref Hilaly","5703382002040832","http://www.seed-db.com/investorgraph/investorview?investorid=5703382002040832"
"295","Aaron Bird","4527088304390144","http://www.seed-db.com/investorgraph/investorview?investorid=4527088304390144"
"296","Aaron Harris","5698253676871680","http://www.seed-db.com/investorgraph/investorview?investorid=5698253676871680"
