"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","EventVue","440,000","venture","2007-09-01","Details","Dead"
"2","500startups","pinshape","100,000","seed","2014-01-30","Details","Exited"
"3","500startups","binpress","1,000,000","seed","2013-09-30","Details","Exited"
"4","AngelPad","Storefront","7,300,000","venture","2014-04-14","Details",""
"5","500startups","rewardli","100,000","seed","2011-01-15","Details",""
"6","500startups","Bohemian Guitars","100,000","undisclosed","2014-07-29","Details",""
"7","Seedcamp","Erply","2,150,000","venture","2013-05-24","Details",""
"8","Techstars","oneforty","1,980,000","venture","2010-01-11","Details","Exited"
"9","Rockstart Accelerator","Limk","293,000","seed","2014-04-28","Details",""
"10","Techstars","Take Comics","1,200,000","venture","2010-01-04","Details","Exited"
"11","Techstars","Mocavo","1,000,000","venture","2011-09-30","Details",""
"12","Y Combinator","Chirply","1,100,000","seed","2011-04-07","Details",""
"13","500startups","Geekatoo","500,000","seed","2014-01-17","Details","Exited"
"14","Y Combinator","WePay","1,650,000","venture","2009-12-23","Details",""
"15","AngelPad","Pogoseat","750,000","seed","2013-09-01","Details",""
"16","Seedcamp","Rentlord","","seed","2011-09-12","Details",""
"17","AngelPad","RolePoint","5,000,000","seed","2013-01-01","Details",""
"18","Betaspring","Manpacks","500,000","angel","2011-08-01","Details",""
"19","Techstars","Immersive Labs","810,000","debt_financing","2011-09-19","Details",""
"20","500startups","MailLift","50,000","seed","2013-10-07","Details",""
