"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","AngelPad","Fieldwire","6,600,000","venture","2015-10-27","Details",""
"2","Techstars","Plated","15,000,000","venture","2014-08-09","Details",""
"3","500startups","Neighbor.ly","5,500,000","seed","2015-09-15","Details",""
"4","Y Combinator","Memebox","11,920,000","venture","2014-07-01","Details",""
"5","Y Combinator","WorkLife","1,700,000","seed","2015-04-05","Details","Exited"
"6","Code for America Accelerator","LearnSprout","500,000","seed","2013-04-23","Details","Exited"
"7","Techstars","Owlet","7,000,000","venture","2015-08-18","Details",""
"8","Amplify.LA","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"9","RockHealth","Wellframe","8,500,000","venture","2014-09-08","Details",""
"10","Y Combinator","Memebox","17,500,000","venture","2015-01-30","Details",""
"11","Y Combinator","Casetext","7,000,000","venture","2015-02-03","Details",""
"12","Y Combinator","Memebox","","venture","2015-12-23","Details",""
"13","Y Combinator","BuildZoom","1,395,000","seed","2013-06-25","Details",""
"14","Techstars","Plated","35,000,000","venture","2015-07-16","Details",""
"15","Y Combinator","BuildZoom","2,150,000","seed","2014-10-06","Details",""
"16","Imagine K12","Learnsprout","4,200,000","venture","2014-05-13","Details","Exited"
"17","Code for America Accelerator","LearnSprout","4,200,000","venture","2014-05-13","Details","Exited"
"18","Y Combinator","BuildZoom","11,000,000","venture","2015-10-14","Details",""
"19","Imagine K12","Learnsprout","500,000","seed","2013-04-23","Details","Exited"
