"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","section.io","1,500,000","seed","2016-07-20","Details",""
"2","Techstars","FullContact","10,000,000","venture","2015-01-29","Details",""
"3","500startups","MonkeyLearn","510,000","convertible_note","2017-04-24","Details",""
"4","Techstars","FullContact","25,000,000","venture","2016-08-10","Details",""
