"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","SimpleEnergy","900,000","seed","2011-09-01","Details",""
"2","Techstars","FullContact","7,000,000","venture","2012-07-09","Details",""
"3","Techstars","SimpleEnergy","2,016,500","venture","2013-02-19","Details",""
"4","DreamIT Ventures","TakeTheInterview","2,200,000","venture","2013-06-25","Details",""
