"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Media Camp","Plumzi","","seed","2013-06-01","Details",""
"2","AngelPad","Pogoseat","2,300,000","seed","2014-07-01","Details",""
