"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Propeller Venture Accelerator","VideoElephant","1,100,000","seed","2012-12-01","Details",""
"2","Wayra","BragBet","","seed","2010-09-01","Details",""
"3","Wayra","Frockadvisor","","seed","2013-02-01","Details",""
"4","Wayra","Popdeem","","seed","2012-02-01","Details",""
"5","500startups","Qualio","","seed","2012-09-01","Details",""
"6","Flashpoint","BISmark","50,000","seed","2011-09-01","Details",""
"7","Propeller Venture Accelerator","Picturk","","seed","2010-09-01","Details",""
"8","Wayra","Gotcha Ninjas","","seed","2013-02-01","Details","Dead"
