"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","LaunchpadLA","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"2","Bizdom","Mascot Secret","","seed","2013-04-28","Details",""
"3","Y Combinator","Submittable","750,000","venture","2012-11-10","Details",""
"4","K5Launch","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"5","Y Combinator","Submittable","1,300,000","venture","2015-12-11","Details",""
"6","Y Combinator","Coin","15,500,000","venture","2014-05-05","Details","Exited"
"7","Y Combinator","Talkable","1,200,000","venture","2012-01-27","Details",""
"8","500startups","Kitterly","650,000","seed","2017-01-03","Details",""
