"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Holidog","150,000","seed","2013-05-05","Details",""
"2","Blue Startups","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"3","Y Combinator","CoinTent","1,075,000","seed","2015-04-20","Details",""
"4","500startups","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"5","Techstars","Hullabalu","2,150,000","convertible_note","2014-03-12","Details",""
"6","LaunchpadLA","Parachute","800,000","seed","2014-03-21","Details",""
"7","Y Combinator","Genius","40,000,000","venture","2014-07-11","Details",""
"8","Techstars","MightySignal","1,300,000","seed","2015-02-03","Details",""
"9","Techstars","PillPack","8,750,000","venture","2014-10-09","Details",""
"10","gener8tor","LivBlends","","seed","2014-09-30","Details",""
"11","DreamIT Ventures","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"12","Y Combinator","Edyn","","venture","2015-11-09","Details",""
"13","Y Combinator","Kickback","120,000","seed","2014-12-01","Details",""
"14","500startups","Vantage Sports","700,000","undisclosed","2014-09-01","Details",""
"15","LaunchpadLA","Parachute","3,750,000","venture","2015-06-03","Details",""
"16","Amplify.LA","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"17","Orange Fab","soil IQ","120,000","seed","2014-07-16","Details",""
"18","Techstars","SnowShoe","120,000","seed","2014-06-30","Details",""
"19","The Alchemist Accelerator","Synata","","seed","2014-03-01","Details","Exited"
"20","Techstars","SnowShoe","120,000","seed","2014-06-30","Details",""
"21","Startmate","Lumific","200,000","seed","2014-07-01","Details","Exited"
"22","500startups","Totspot","1,800,000","seed","2014-09-01","Details","Exited"
"23","Y Combinator","Walksource","1,300,000","seed","2015-05-05","Details",""
"24","Y Combinator","Eligible","","seed","2015-01-14","Details",""
"25","Boost VC","Mirror","4,000,000","seed","2014-05-07","Details",""
"26","Y Combinator","Indinero","7,000,000","venture","2015-02-18","Details",""
"27","Amplify.LA","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"28","Y Combinator","Abacus","3,500,000","seed","2014-10-29","Details",""
"29","9Mile Labs","Unoceros","","seed","2015-01-01","Details",""
"30","500startups","Sourceasy","126,500","seed","2014-04-18","Details",""
"31","500startups","ViralGains","2,800,000","seed","2014-07-31","Details",""
"32","Y Combinator","Paperspace","120,000","seed","2015-01-06","Details",""
"33","RockHealth","Wellframe","8,500,000","venture","2014-09-08","Details",""
"34","Boost VC","AuditFile","","seed","2013-02-01","Details",""
"35","Y Combinator","Bikanta","1,700,000","seed","2014-08-18","Details",""
"36","The Alchemist Accelerator","Matternet","3,500,000","seed","2013-11-01","Details",""
"37","Y Combinator","Dropbox","350,000,000","venture","2014-01-24","Details",""
"38","Y Combinator","Neptune.io","120,000","seed","2014-07-16","Details",""
"39","Y Combinator","Lumoid","","venture","2014-03-06","Details",""
"40","Techstars","StarStreet","3,500,000","venture","2015-02-10","Details","Exited"
"41","AngelPad","Storefront","7,300,000","venture","2014-04-14","Details",""
"42","Amplify.LA","Battlefy","2,000,000","seed","2014-12-26","Details",""
"43","Y Combinator","Tilt","23,000,000","venture","2013-12-16","Details","Exited"
"44","Blue Startups","Vantage Sports","700,000","venture","2014-09-01","Details",""
"45","Y Combinator","Move Loot","9,000,000","venture","2015-02-10","Details",""
"46","Y Combinator","Tilt","12,000,000","venture","2013-03-22","Details","Exited"
"47","Y Combinator","Edyn","120,000","seed","2014-07-16","Details",""
"48","Y Combinator","Coinbase","25,000,000","venture","2013-12-12","Details",""
"49","Blue Startups","Volta","1,875,000","seed","2014-01-09","Details",""
"50","Y Combinator","Balanced","2,000,000","seed","2013-04-03","Details","Dead"
"51","Boost VC","Mirror","4,000,000","venture","2014-05-07","Details",""
"52","Y Combinator","Neptune.io","1,000,000","seed","2014-11-11","Details",""
"53","Y Combinator","Fixed","650,000","seed","2015-02-03","Details","Exited"
"54","Y Combinator","Balanced","","seed","2014-04-01","Details","Dead"
"55","Orange Fab","soil IQ","","venture","2015-11-09","Details",""
"56","Y Combinator","Beep","2,400,000","seed","2014-12-01","Details",""
"57","LaunchpadLA","Tradesy","13,000,000","venture","2014-05-19","Details",""
"58","Techstars","SnowShoe","120,000","seed","2014-06-30","Details",""
