"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Estimote","10,700,000","venture","2016-01-15","Details",""
"2","Y Combinator","Estimote","3,100,000","seed","2013-12-10","Details",""
"3","Techstars","ChatID","6,000,000","venture","2014-04-08","Details",""
"4","500startups","BrightPolicy","650,000","angel","2016-09-09","Details",""
"5","Y Combinator","OnboardIQ","3,300,000","seed","2015-05-18","Details",""
"6","Techstars","ChatID","11,200,000","venture","2015-08-13","Details",""
