"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","OnSwipe","","undisclosed","2012-01-01","Details","Exited"
"2","fbFund","Koofers","5,000,000","venture","2010-09-29","Details",""
"3","LaunchBox Digital","Koofers","5,000,000","venture","2010-09-29","Details",""
