"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Sqord","1,000,000","seed","2016-03-15","Details",""
"2","Techstars","Sqord","2,000,000","venture","2015-01-06","Details",""
