"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mergelane","Havenly","","venture","2015-03-13","Details",""
"2","500startups","LawTrades","1,800,000","seed","2016-12-14","Details",""
"3","AngelPad","Astronomer","1,250,000","seed","2016-10-11","Details",""
"4","AngelPad","Paintzen","","undisclosed","2014-07-08","Details",""
"5","AngelPad","Paintzen","1,805,000","seed","2014-10-16","Details",""
"6","500startups","GoRefi","","undisclosed","2014-08-21","Details",""
"7","500startups","Chewse","","seed","2014-08-01","Details",""
"8","500startups","LawTrades","","venture","2016-02-04","Details",""
"9","AngelPad","Astronomer","750,000","angel","2016-04-15","Details",""
"10","500startups","Havenly","","undisclosed","2015-03-13","Details",""
