"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","BTCjam","1,200,000","seed","2014-06-05","Details","Dead"
"2","500startups","ContaAzul","","venture","2013-01-07","Details",""
"3","Y Combinator","Coinbase","25,000,000","venture","2013-12-12","Details",""
"4","500startups","ContaAzul","","venture","2015-02-20","Details",""
"5","500startups","ContaAzul","","venture","2013-11-04","Details",""
"6","500startups","BTCjam","6,100,000","venture","2014-12-24","Details","Dead"
"7","Y Combinator","Gusto","60,000,000","venture","2015-04-06","Details",""
"8","Y Combinator","Coinbase","6,109,590","venture","2013-05-07","Details",""
"9","Y Combinator","Coinbase","75,000,000","venture","2015-01-20","Details",""
