"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","StyleSage","733,000","seed","2015-03-23","Details",""
"2","Techstars","ForwardLane","575,000","angel","2016-01-30","Details",""
"3","New York Digital Health Accelerator","Dorsata","1,100,000","seed","2016-01-21","Details",""
