Investor,Seed-DB code,Seed-DB webpage
Commerce Ventures,4.99E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4988367791980544
Commercialisation Australia,6.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5998802867585024
Committed Capital,4.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4850084860657664
CommonAngels Ventures,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5115469828718592
Communitech HYPERDRIVE,5.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5679949549666304
Communitech HYPERDRIVE,6.50E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6499200279773184
Comporium,5.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5506043958263808
Confluence Capital,5.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5507927196565504
Connect Ventures,5.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5261480467365888
Connecticut Innovations,6.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6506068708425728
Connell McGill Jr.,6.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6225512716304384
Connetic Ventures,5.16E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5163655540768768
ConocoPhillips,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5121672835235840
Conor Daly,5.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5271852813385728
Conor Stanley,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4863007796494336
Conrad Kozak,5.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5792818924617728
Conrado LÃ³pez,4.81E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4806338785837056
"Consigliere Brand Capital, LLC",4.80E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4800739457105920
Constantia New Business,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5730016100876288
Continental Advisors,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5646472544518144
Continuity Fund,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5759899862564864
Continuity Fund,6.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6510203553972224
Contour Venture Partners,5.89E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5894216559362048
Converge Venture Partners,5.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5735630260666368
Convergence Ventures,5.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5455761433952256
Conversion Capital,4.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4651254097641472
Cooley Godward Kronish LLP,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5752237523468288
Cooley LLP,5.22E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5215460425465856
Coolhouse Labs,5.45E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5450854702252032
Coolidge Corner Investment,4.81E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4812325928304640
Coolidge Corner Investment,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5150592582287360
Coral Reef IO,5.42E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5420959481724928
Corazon Capital,5.44E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5438167368859648
Core Innovation Capital,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5131475162759168
Core Innovation Capital,5.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5232643104833536
Core Network Dynamics,5.45E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5449296635756544
CoreNetwork Fund,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5121715235454976
Corey Ferengul,6.33E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6329082904051712
Corigin Ventures,5.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5463617466007552
Cornell University,6.49E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6486949007196160
Cornerstone Angels,5.34E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5338423464296448
Cornerstone Innovation Fund,4.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4765731149316096
Cornerstone On-Demand,5.03E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5027779775037440
Cornerstone OnDemand,4.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4515742363942912
Correlation Ventures,6.24E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6241289645326336
Corsa Ventures,5.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5785253876596736
Cortado,6.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6276169708077056
Cory Ondrejka,4.96E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4955368782299136
Costanoa Venture Capital,5.98E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5976502059401216
Costarter,4.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4774318194032640
Cota Capital,5.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5544368488316928
Cotter Cunningham,6.22E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6215874398650368
Council &amp; Enhanced Tennessee Fund,5.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5853233813651456
Courtside Ventures,5.88E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5880281370198016
Cowboy Ventures,5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5951213694615552
Cowboy Ventures,6.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6204813020758016
Cox Enterprises,6.02E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6016365815136256
Coyote Ridge Ventures,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4842742630842368
Craig Albrecht,6.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6462184909438976
Craig Froude,5.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5680182065102848
Craig Froude,6.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6265600498204672
Craig Lauer,4.83E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4834977451606016
Craig Shapiro,4.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4852276682293248
Craig Shapiro,6.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6228631068082176
Craig Sherman,6.36E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6361222978994176
Craig Ulliott,5.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5900582468452352
Craig Wortmann,5.94E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5943640861966336
Creandum,5.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5685480070840320
Creative England,6.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6698714500431872
Credo Ventures,5.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5074299618590720
Criatec Fund,5.05E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5045453276053504
CristÃ³bal Conde,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5133629306961920
Croghan Investments,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5760634587185152
Cross Culture Ventures,5.04E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5038635036442624
Crosscut Ventures,5.80E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5803987718635520
Crosslink Capital,4.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4908049118527488
Crowdcube,6.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6635629483917312
Crown Predator Holdings,6.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6579558383878144
CrunchFund,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5873196989415424
Crypto Currency Partners,6.33E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6332221078110208
Crystal Stream Capital,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5866503115112448
Crystal Tech Fund,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5659032840830976
Csaba Konkoly,5.08E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5083458531491840
Cthulhu Ventures,5.49E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5485982434459648
Cue Ball,5.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5898610143133696
"Cue Ball, LLC",5.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5913116646834176
Cultivation Capital,5.02E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5022910603329536
Cuneyd Zapsu,6.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6379772498149376
Cuong Do,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5761866773037056
Curios Endeavors,5.14E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5143738569457664
Curtis &amp; Porter LLC,4.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4850793328934912
CyLon (Cyber London),5.08E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5082833651499008
Cyan Banister,6.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6383985638768640
CyberAgent Ventures,6.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6705033370402816
Cyberport Hong Kong,5.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4999694560264192
Cyberport Hong Kong,6.41E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6406792674279424
Cygnus Capital,4.62E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4624539770159104
Cyril Moutran,6.09E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6093501263511552
Czar Investments Ltd.,5.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5281925178589184
CÃ©sar BardajÃ­,5.56E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5559710409293824
CÃ©sar BardajÃ­,5.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5675767727915008
CÃ©sar Salazar,4.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4546971318616064
CÃ´me LaguÃ«,6.45E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6451961108889600
D-Ax Corporate Venture Capital,5.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5921847157719040
DASH Ventures,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5168936031092736
DC Thomson Ventures,5.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5382795698372608
DCM,6.44E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6442965870313472
DCM Ventures,5.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5113698494447616
DCM Ventures,6.32E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6324597200781312
DCU Ryan Academy for Entrepreneurship,4.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4918960852041728
DDBK PARTNERS,5.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5769167374385152
DDBK PARTNERS,6.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6670845665607680
DFJ Athena,5.08E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5083661661634560
DFJ DragonFund,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4843784277852160
DFJ Esprit,5.18E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5181986960310272
DFJ Frontier,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5711542569926656
DFJ Gotham Ventures,5.53E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5526594735046656
DFJ Growth,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5645236583792640
DFJ Mercury,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5116215844405248
DG Incubation,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6145042242600960
DHG Communications Network BV,4.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4736411051753472
DMGI,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4860020332167168
DMGT,4.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4773573692489728
DN Capital,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5147039448956928
DN Capital,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5711894476226560
DOEN Foundation,4.94E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4939577500368896
DRW Venture Capital,4.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4653133246496768
DRÃ†M VENTURES,6.35E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6354451157745664
DS Strategic Partners,5.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5377191852376064
DST Global,5.35E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5351230687674368
DV Playground,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5130216364048384
Dag Kittlaus,6.39E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6388643530801152
Daher Capital,5.47E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5472541334306816
Dakin Sloss,5.50E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5501262854356992
Dalibor Siroky,6.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6746856549777408
Dallas Kashuba,5.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5687329427554304
Dalton Caldwell,6.47E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6474277763153920
Damien Tanner,6.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6736073199714304
Damon Ball,4.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4680616205352960
Damon Way,5.47E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5468178750636032
Dan Bilzerian,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5710341510004736
Dan Bragiel,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4839405860683776
Dan Cunningham,6.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6305856173899776
Dan Debow,6.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6111765075066880
Dan Gilbert,4.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4896480351485952
Dan Gilbert,5.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5739977925197824
Dan Gilmartin,5.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5934352860971008
Dan Graham,5.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5110152248164352
Dan Knox,5.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5228366030438400
Dan Knox,5.60E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5600232456847360
Dan Martell,4.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4906485851095040
Dan Martin,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4871075217276928
Dan Murray,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4871147199922176
Dan Porter,4.62E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4616069725552640
Dan Rose,4.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4768353797275648
Dan Rubinstein,5.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5227600049864704
Dan Rubinstein,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5660016723886080
Dan Saul,6.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6194625358331904
Dan Scudder,5.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5256726907453440
Dan Shapiro,6.41E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6414707103629312
Dan Yue,4.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4920682580279296
Dana Baki,6.40E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6399167375081472
Dana Marotto,6.33E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6332117327806464
DaneVest Tech Fund Advisors,6.32E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6320841025388544
Danhua Capital,5.41E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5414291108790272
Daniel Curran,6.57E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6569967487025152
Daniel Debow,5.16E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5159138996781056
Daniel Debow,6.01E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6012132625743872
Daniel Eskapa,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5100809767354368
Daniel Gimenez,6.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5999704932352000
Daniel Gross,5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5954569272033280
Daniel James,5.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5549136438886400
Daniel Kaesmacher,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5721025320845312
Daniel Koetting,6.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6685383995686912
Daniel Martin,5.63E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5633533204758528
Daniel Martin,5.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5913053111517184
Daniel Murray,5.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5768973853392896
Daniel Pomp,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5653126069616640
Daniel S. Aegerter,5.25E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5248908280201216
Daniel Saul,4.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4672776174567424
Daniel Scrivner,5.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5199624969125888
Daniel Spindelndreier,5.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5678068823752704
Daniel Tomov,4.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4718440640151552
Daniel Wallace,5.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5269112922046464
Daniel Wallace,5.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5767509772861440
Daniel Waterhouse,5.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5513696784678912
Daniel Zadok,4.81E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4805038723563520
Danmar Capital,5.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5307360817971200
Danny Hadar,5.41E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5408997649678336
Darcy Wedd,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5734128464953344
Daren Cotter,5.35E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5345339435384832
Darian Shirazi,5.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5860877949468672
Dario Meli,4.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4511002699759616
Dario Meli,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5172320100417536
Darius Cheung,5.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4999786797203456
Darrell Silver,4.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4516411313487872
Darren Crystal,6.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6710845098688512
Darren Patterson,5.05E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5051884050055168
Darren Shapland,5.18E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5179654256197632
Darrin Disley,5.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5669070766604288
Dartmouth-Hitchcock Medical Center,6.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6581032799174656
Data Collective,5.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5792882543820800
Data Point Capital,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5650963029295104
Dave Balter,5.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5553479724564480
Dave Brown,6.34E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6337834973659136
Dave Carlson,5.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5688801527595008
Dave Hodson,5.98E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5978954217291776
Dave Hoover,6.44E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6435207787839488
Dave Johnson,6.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6676448983121920
Dave Kashen,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5149201193238528
Dave Lerner,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5871307841339392
Dave McClure,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4838758948012032
Dave McClure,5.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5578817108180992
Dave Morgan,4.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4895204704256000
Dave Morin,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5187734566076416
Dave Morin,6.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6263688201764864
Dave Moskovitz,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5708977300045824
Dave Panos,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5133277287415808
Dave Panos,6.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6660006497746944
Dave Peacock,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4842193407705088
Dave Pell,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5133993250914304
Dave Pell,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5746089730768896
Dave Schappell,4.89E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4894483430768640
Dave Schappell,6.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6108714335469568
David Anderson,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5871401793748992
David Arcara,5.61E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5613278822662144
David Arnold,5.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5927170585133056
David Asprey,6.30E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6300349757390848
David Assia,4.96E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4955102192336896
David Bettner,5.89E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5892231714045952
David Beyer,6.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6384230821003264
David Blado,4.82E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4822159805382656
David Bonderman,5.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5524196096475136
David Breger,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5870407630454784
David Brown,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6145854930944000
David Calone,6.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6650096003317760
David Cancel,5.39E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5388838356647936
David Cao,5.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5740505686081536
David Carter,6.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5997637857705984
David Chang,5.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5306908068020224
David Coallier,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4871386841481216
David Cohen,5.45E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5447163878309888
David Cummings,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5100698618298368
David Cummings,5.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5114692875845632
David Dolby,6.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6664564800225280
David E. Weekly,6.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6276803505160192
David Fischer,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5755385868713984
David Friend,5.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5071458682273792
David Gilboa,4.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4692843440373760
David Greene,4.61E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4614556382920704
David Gurle,5.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5766534328745984
David Gutelius,5.24E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5238535040794624
David Hauser,6.21E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6208909450674176
David Hehman,5.62E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5618820299358208
David Herrmann,6.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6275246147502080
David Humphrey,5.33E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5331303750696960
David J. La Placa,6.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6378797418938368
David Jeske,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5190824929263616
David Jones,4.97E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4966606803304448
David Jones,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5095882080911360
David Karandish,5.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5514628645781504
David Karp,4.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4902390616555520
David Kaufmann,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4867117639794688
David Kaufmann,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5126333214490624
David Khalil Philipp Maier,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5169820492365824
David King,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5145060211425280
David King,5.44E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5437911310794752
David Larrabee,5.21E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5207173709692928
David Lee,5.14E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5135184269672448
David Lerner,4.53E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4531617246740480
David Levy,6.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6270632857698304
David Li,5.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5276499057836032
David Litvak,6.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6748262853771264
David Liu,5.39E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5385669979406336
David Marcus,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5661387422433280
David Marcus,5.98E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5976392659369984
David McInnis,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5728497074962432
David McInnis,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5749966421098496
David Mes,5.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5928619633278976
David Michaels,6.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6122211375054848
David Opolon,5.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5703997386129408
David Ossip,4.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4929484088147968
David Ossip,5.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5074513091887104
David Petersen,4.60E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4600653833830400
David Peterson,5.03E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5029791409373184
David Pritchard,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5760026765426688
David Pritchard,6.29E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6286126415347712
David Rose,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5649463653695488
David Rusenko,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5715191685709824
David S. Kidder,4.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4916365366394880
David S. Rose,5.02E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5017998800715776
David Sacks,5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5951090516295680
David Samuel,5.97E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5967624257142784
David Shen Ventures,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5729505117208576
