Investor,Seed-DB code,Seed-DB webpage
IDEA Fund Partners,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5719459406807040
IDEA Fund Partners,5.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5916603937980416
IDEA Northeastern University&#39;s Venture Accelerator,6.31E+17,http://www.seed-db.com/investorgraph/investorview?investorid=630834009106022439
IDEO,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5098870119858176
IDEO,6.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6459147964907520
IDG Capital Partners,5.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5234428469051392
IDG Ventures,6.57E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6569113480593408
IDG Ventures Korea,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5753972946108416
IDG Ventures USA,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5119782638583808
IDG Ventures USA,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5660071031734272
IG Business Angels,4.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4763812838244352
IG Business Angels,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5733013870608384
IGNIA,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5761135269642240
ING Innovation Studio,5.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5674270227169280
INKEF Capital,5.08E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5079050389291008
IP Group Plc,5.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5794728037580800
IQ Capital Partners,4.60E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4600152140546048
IQbility,4.89E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4889928886386688
IT-Farm,5.44E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5438210721185792
IVP (Institutional Venture Partners),6.50E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6499598742847488
Iain Taylor,5.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5283048841019392
Iain Taylor,5.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5383423698927616
Ian Hogarth,5.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5637372096020480
Ian Jeffrey,5.06E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5058724754358272
Ian McNish,5.25E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5248886281076736
Ian Noel,6.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6680926624940032
Ibtikar Fund,6.30E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6296492708986880
Icon Ventures,4.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4794610274533376
Iconiq Capital,4.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4913111375020032
Idea Bulb Ventures,5.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5536290191704064
Idealab,5.78E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5783402108157952
Ideosource,5.09E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5090979019227136
Idinvest Partners,6.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6516243469172736
Ido Yablonka,6.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6648494307672064
Idodi Venture Capital,5.63E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5630552828805120
Idris Mokhtarzada,4.83E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4832351896993792
Ignacio MuÃ±oz,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5718980836720640
Ignacio Soto,6.40E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6402859167907840
Ignacio Vilela,5.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5644950297378816
Ignite Accelerator,6.59E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6593968301146112
Ignition Partners,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5871687945945088
Igor Matsanyuk,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5720947239682048
Ihab Hinnawi,4.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4657915289927680
Ilko Bosman,6.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6711621309169664
Illinois Invest Venture Fund,6.37E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6368777423814656
Illinois Ventures,4.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4750296307728384
Illumina,5.43E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5425384472444928
Illumina Accelerator,5.83E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5827238121439232
Ilya Fushman,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5095911961133056
Ilya Sukhar,5.24E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5235304688517120
Imagine K12,4.61E+17,http://www.seed-db.com/investorgraph/investorview?investorid=461171956121600012
Iman Mafi,4.80E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4801950541414400
Imlay Investments,5.53E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5527300720295936
Immad Akhund,6.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6269039865233408
Impact America,5.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5519400253784064
Imperial Create Lab,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5126069275328512
Implistic Capital,6.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6464058723139584
Imprimatur Capital,5.25E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5254131509886976
Impulse VC,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5728169550151680
In Hsieh,5.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5671297740701696
In Hsieh,6.57E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6573419025924096
In-Q-Tel,5.40E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5399458976104448
InCrowd Capital,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5713645111607296
InMotion,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5148722325356544
InTeahouse InFund,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5095237852594176
Inaki Arrola,5.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5264813093552128
IncWell,5.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5198393655689216
IncuVest,5.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5635977808707584
IncuVest,6.43E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6427409469407232
IncubAsia Ventures,4.89E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4889832111210496
IncubaAsia Ventures,6.34E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6336097822965760
Independence Blue Cross,5.67E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5666584735514624
Independence Equity,6.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6100400759373824
Index Ventures,5.82E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5815214930919424
Indicator Ventures,5.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5919631055257600
Indie Bio,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5123894948134912
Indiegogo,6.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6675328793575424
Industrifonden,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4856573784489984
Industrifonden,6.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6699982375616512
Industry Ventures,4.88E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4875636443185152
Infinity Venture Partners,6.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6578681971474432
Inimiti,6.27E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6273840128720896
Initialized Capital,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5753162686267392
InitioGroup,6.00E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5998840989614080
InnoSpring,6.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6641303433510912
InnoSpring Seed Fund,4.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4768781582729216
Innodo,4.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4647870833623040
Innotech Capitals,4.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4908737756135424
Innova Memphis,4.81E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4808928353320960
Innovacorp,6.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6691443255017472
Innovate U.K.,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6151614050074624
Innovation Capital,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5148771931389952
Innovation Department,4.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4685357970882560
Innovation Department,5.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5742590221615104
Innovation Endeavors,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6153654595747840
Innovation Fund,6.41E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6412309157117952
Innovation Fund Denmark,6.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6264958169907200
Innovation Fund Northeast Ohio,6.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6067785851469824
Innovation Garden,6.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6680462529396736
Innovation Group Investors,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5653258123083776
Innovation Network Corporation of Japan,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4862434519023616
Innovation Works,5.77E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5770051839852544
Innovation Works (China),4.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4658762635804672
Innovations and Technologies Fund (FIT),5.90E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5895151348088832
Innovative Food Holdings,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5147266297888768
Innovative Fund,5.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5925558009462784
Insight Venture Partners,4.81E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4805494795403264
Inspiration Ventures,5.49E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5491174542409728
Inspiration Ventures,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5720258002288640
Inspovation Ventures,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4842239209504768
Institutional Venture Partners (IVP),5.56E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5557974034546688
Institutional Ventures Partners,4.96E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4964202594697216
Insure.VC,5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5947603103514624
Integral Capital Partners,5.32E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5320312660951040
Intel,5.91E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5913467508752384
Intel Capital,5.01E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5006680190353408
Intelectium,6.56E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6560287968722944
InterVest,5.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5284775564673024
InterWest Partners,5.40E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5404315409711104
International Finance Corporation,4.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4851055003172864
Internet Initiatives Develompent Fund (IIDF),5.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5641903957606400
Interplay Ventures,5.99E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5994847643107328
Intridea,6.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6102412410486784
Invariantes Fund,5.63E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5632645216075776
Inventure Oy,5.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5869605960548352
Inventus Capital Partners,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5126923973820416
InverSur Capital,6.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6458074999029760
Invermaster LLC,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5127405983236096
Invest Michigan,6.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6644196601495552
Invest Nebraska,5.60E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5601879610359808
InvestHER Ventures,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5660773829312512
Invested Development,6.05E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6047096306139136
Investment Group of Santa Barbara,6.63E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6633552061923328
Investo,6.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6095425677295616
Investopad,5.37E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5373104100474880
Investor,4.80E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4802356516487168
Investor&#39;s Circle,5.18E+17,http://www.seed-db.com/investorgraph/investorview?investorid=517522270978048039
Investor&#39;s Circle,6.24E+17,http://www.seed-db.com/investorgraph/investorview?investorid=623873504156057639
Investors Foundry,4.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4697321635840000
Investors Foundry,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4866091817893888
Ioannis Giannaros,5.79E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5792309551562752
Iowa Dept of Economic Development,6.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6195126430859264
Iowa Startup Accelerator,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5189600431570944
Irene Pedraza,6.47E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6472551752531968
Iris Capital,6.06E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6062024249311232
IrishAngels,5.01E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5012079769550848
Iron Gate Capital,5.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5202704024469504
Iron Gate Capital,5.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5536219177943040
Iron Yard Ventures,6.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6277244930490368
IronCapital,6.37E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6370900316258304
Ironfire Capital,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5153779867451392
Ironstone Group Inc.,5.48E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5476057570344960
Irv Weintraub,5.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5849453969801216
Isaac Applbaum,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5731548531785728
Isaac Saldana,6.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6687443193430016
Isai,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6152878112636928
Island Sight Investment Corp,4.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4846336981598208
Issac Roth,5.63E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5631259166375936
Issac Roth,5.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5921418327883776
Issac Taylor,5.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5070461528440832
Isy Goldwasser,5.80E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5803237336678400
Isy Goldwasser,6.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6310631892320256
Itochu Technology Ventures,5.94E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5940831550701568
Itzik Levy,5.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5859477517500416
Ivanka Trump,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4855344320741376
Ivaylo Simov,5.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5837566578262016
Ivo Remmelg,5.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5308600717148160
IÃ±aki Arrola,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4857796075978752
J&amp;T Ventures,5.73E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5729120533086208
J. David Grissom,5.21E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5207027244597248
J. Hunt Holdings,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5712944612507648
J. Todd Masonis,6.25E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6245281108590592
"JANVEST Capital Partners, LLC",5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5951611281080320
JD Investments,6.28E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6282106078494720
JFDI.Asia,4.52E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4522076610232320
JFDI.Asia,5.21E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5211019567693824
JFDIA.Asia,5.13E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5128976162881536
JME Venture Capital,5.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5695690067935232
JMI Equity,5.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5948547992125440
JMI Services,6.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6225977940115456
JOIN Capital,5.83E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5829569785364480
JOLT,5.23E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5234928237150208
JP Morgan Chase &amp; Co.,6.03E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6034991192473600
JPMorgan,4.83E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4829354802544640
JPMorgan Investment,5.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5715367376715776
JRG Capital Partners,6.24E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6243248150413312
JSV,5.14E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5136344682594304
JTI,5.14E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5142659794468864
JUMP Investors,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5706234715963392
JW Asset Management,6.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6151985799626752
JXC Ventures,6.48E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6482592148750336
Jaan Tallinn,4.86E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4861184817758208
Jaan Tallinn,5.50E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5504834656534528
Jack Abraham,5.93E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5933556412973056
Jack Altman,5.96E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5963020425494528
Jack Dorsey,6.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6202113201799168
Jack Fuchs,5.76E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5758876217507840
Jack Giarraputo,6.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6718119162675200
Jack Hallam,6.37E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6369709565935616
Jack Herrick,5.29E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5290876829958144
Jack L. Oliver III,6.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6545794861629440
Jack Levin,6.59E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6592810673242112
Jack Wadsworth,5.08E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5077583842508800
Jacki Zehner,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5651028280082432
Jackson Square Ventures,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5174288336289792
Jacob Gibson,4.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4724369574068224
Jacob Hsu,6.59E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6594391351230464
Jacob Sapochnick,5.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5701688375640064
Jacques-Antoine Granjon,6.64E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6635756080594944
Jade Wang,4.95E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4946891053727744
Jaffray Woodriff,6.04E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6036860845424640
Jaguar Land Rover,5.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5753876338704384
Jaime JÃƒÂ­menez,4.87E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4874979162193920
Jake Gibson,6.24E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6243949001834496
Jake Gibson,6.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6751488269352960
Jake Lodwick,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5174061709656064
Jake Nickell,6.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6576602393608192
Jake Winebaum,4.99E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4992445221699584
Jake Zeller,5.18E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5175334693502976
Jalin Somaiya,5.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5545025379237888
JamJar Investments,4.98E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4980665841876992
James Balmain,5.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5552253272326144
James Beshara,5.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5742617098715136
James Currier,6.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6189458378457088
James Fitzgerald,6.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6535666334695424
James Hirsch,5.45E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5446657030225920
James Hirsch,6.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6263271522828288
James Hong,5.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5688832297009152
James Joaquin,6.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6122434042265600
James Levine,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5192138757242880
James Lindenbaum,5.30E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5300395719000064
James Lindenbaum,5.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5654242408792064
James Murray Wells,6.51E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6511952138338304
James Nahirny,4.74E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4740377890258944
James O&#39;Reilly,4.70E+17,http://www.seed-db.com/investorgraph/investorview?investorid=470456856687411239
James O.,4.98E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4983808264765440
James Pallotta,6.36E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6363350019604480
James Powell,4.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4541654048440320
James Sowers,5.11E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5108992267255808
James Stuart,4.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4579827717767168
Jameson Hsu,5.22E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5217601902870528
Jamie Curtis,4.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4723119499509760
Jamie Dewar,6.01E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6008371148750848
Jamie Lin,6.38E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6376352504610816
Jamie MacDonald,4.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4550716525903872
Jan-Joost Rueb,5.55E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5553235880312832
Jan-Maarten Mulder,6.29E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6290908429418496
Jane Smith,6.18E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6181384615886848
Janis Krums,6.34E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6337838224244736
Janneke Niessen,6.54E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6543811668869120
Jared Brubaker,6.03E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6029700862312448
Jared Friedman,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5150602128523264
Jared Hecht,4.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4699793670537216
Jared Heyman,5.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5258414934458368
Jared Kopf,4.69E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4686438469730304
Jared Leto,6.70E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6699614195417088
Jared Polis,6.75E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6753062475530240
Jared Slosberg,5.10E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5095929073893376
Jared Wandry,5.14E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5141684597817344
Jarl Mohn,6.22E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6218467795533824
Jarnac Capital Management,5.25E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5253615560163328
Jarr Capital (Jarrod Yuster),6.50E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6498749534699520
Jarrod Yuster,4.65E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4654826533158912
Jascha Kaykas-Wolff,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4841353104064512
Jason Bailey,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5190305879949312
Jason Billingsley,6.32E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6317337510674432
Jason Blumer,4.84E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4837143063035904
Jason Calacanis,5.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5458252246548480
Jason Chicola,4.62E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4616946255396864
Jason Citron,4.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4706892815269888
Jason Evan Klein,5.66E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5657517791117312
Jason Fiedler,5.17E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5168954590887936
Jason Finger,5.15E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5150695158185984
Jason Finger,6.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6262962775916544
Jason Fried,6.30E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6297894462160896
Jason Goodrich,5.68E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5682867522764800
Jason Green,5.20E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5200464270327808
Jason Green,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5707052773015552
Jason Henrichs,5.46E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5459494968492032
Jason Henrichs,5.92E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5919862878633984
Jason Johnson,5.12E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5118373293719552
Jason Keck,5.71E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5708055597547520
Jason Kiefer,5.94E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5939428165943296
Jason Klein,6.26E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6255509170552832
Jason Kothari,5.58E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5582511019130880
Jason Mendelson,6.31E+15,http://www.seed-db.com/investorgraph/investorview?investorid=6307298561490944
Jason Ostheimer,5.48E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5484684981043200
Jason Port,5.85E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5854521485950976
Jason Robins,5.19E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5188625272668160
Jason Rubinstein,4.72E+15,http://www.seed-db.com/investorgraph/investorview?investorid=4720600471830528
Jason Sanders,5.34E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5335426638282752
Jason Seats,5.07E+15,http://www.seed-db.com/investorgraph/investorview?investorid=5069116398370816
