"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Bulletin","","seed","2017-02-22","Details",""
"2","Techstars","PartySlate","1,600,000","venture","2017-02-24","Details",""
"3","500startups","Barn & Willow","","venture","2016-10-27","Details",""
"4","500startups","Silvernest","1,300,000","seed","2017-06-21","Details",""
"5","500startups","Barn & Willow","1,000,000","venture","2017-05-10","Details",""
