"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","visual.ly","2,000,000","seed","2011-10-20","Details","Exited"
"2","Techstars","Whipsmart","5,956,174","venture","2014-09-24","Details",""
"3","500startups","ProSky","2,300,000","seed","2015-12-15","Details",""
"4","500startups","LoveWithFood","1,400,000","seed","2014-06-10","Details",""
"5","Y Combinator","Jopwell","3,250,000","seed","2016-01-20","Details",""
"6","Imagine K12","Front Row","1,300,000","seed","2014-01-14","Details",""
"7","Techstars","Verificient Technologies","","venture","2013-11-08","Details",""
"8","Imagine K12","SchoolMint","2,200,000","seed","2014-09-19","Details",""
"9","Y Combinator","True Link Financial","3,400,000","seed","2015-01-21","Details",""
"10","500startups","955dreams","3,250,000","seed","2012-01-26","Details",""
"11","Imagine K12","CodeHS","1,750,000","seed","2015-01-23","Details",""
"12","Imagine K12","CodeHS","650,000","seed","2016-12-07","Details",""
"13","Y Combinator","LendUp","50,000,000","venture","2016-01-20","Details",""
"14","Y Combinator","LendUp","","seed","2012-10-10","Details",""
"15","500startups","InternMatch","4,000,000","venture","2013-06-11","Details","Exited"
"16","500startups","visual.ly","8,100,000","venture","2014-01-14","Details","Exited"
"17","Imagine K12","ClassDojo","1,600,000","seed","2012-01-31","Details",""
"18","500startups","visual.ly","3,300,000","venture","2015-03-05","Details","Exited"
"19","Y Combinator","Pigeonly","1,000,000","seed","2013-09-20","Details",""
"20","The Alchemist Accelerator","Atipica","2,000,000","seed","2016-10-09","Details",""
"21","Techstars","Ginger.io","1,700,000","seed","2011-10-01","Details",""
"22","Excelerate Labs","Edulender","1,000,000","seed","2011-03-08","Details",""
"23","Y Combinator","SendHub","5,000,000","venture","2014-11-19","Details","Exited"
"24","Techstars","Whipsmart","15,000,000","venture","2015-10-06","Details",""
"25","fbFund","Life360","5,500,000","venture","2011-09-01","Details",""
"26","RockHealth","Omada Health","800,000","seed","2011-12-21","Details",""
"27","Techstars","Whipsmart","1,200,000","seed","2013-10-09","Details",""
"28","Blueprint Health","Healthify","2,500,000","seed","2016-05-17","Details",""
"29","Y Combinator","Health Sherpa","","seed","2013-08-20","Details",""
"30","Y Combinator","Regalii","4,000,000","seed","2016-01-01","Details",""
"31","DreamIT Ventures","emocha","1,000,000","seed","2017-06-29","Details",""
"32","Y Combinator","LeadGenius","4,000,000","venture","2016-12-05","Details",""
"33","Y Combinator","LeadGenius","10,000,000","venture","2016-07-27","Details",""
"34","Imagine K12","Accredible","","seed","2013-05-06","Details",""
"35","Y Combinator","SendHub","2,000,000","seed","2012-04-26","Details","Exited"
"36","Techstars","Painless1099","50,000","grant","2015-11-12","Details",""
"37","Y Combinator","SendHub","3,000,000","venture","2013-09-04","Details","Exited"
"38","500startups","WorkAmerica","","seed","2013-09-13","Details",""
"39","Y Combinator","uBiome","","venture","2014-02-24","Details",""
"40","RockHealth","Omada Health","4,700,000","venture","2013-03-21","Details",""
"41","Imagine K12","NoRedInk","6,000,000","venture","2015-02-18","Details",""
"42","Imagine K12","Swing Education","7,840,000","seed","2016-01-01","Details",""
"43","500startups","uBiome","","venture","2014-02-24","Details",""
"44","Imagine K12","SchoolMint","5,000,000","venture","2016-02-10","Details",""
"45","500startups","Cleanify","1,800,000","seed","2015-11-16","Details",""
"46","Y Combinator","Chirply","1,100,000","seed","2011-04-07","Details",""
"47","Y Combinator","Regalii","2,000,000","seed","2014-01-01","Details",""
"48","Y Combinator","LeadGenius","6,000,000","venture","2014-10-08","Details",""
"49","Y Combinator","True Link Financial","3,600,000","venture","2016-11-21","Details",""
"50","The Alchemist Accelerator","Atipica","25,000","seed","2015-11-11","Details",""
"51","Y Combinator","Shift Payments","2,200,000","seed","2014-08-18","Details",""
"52","Techstars","Painless1099","500,000","convertible_note","2015-10-29","Details",""
"53","Imagine K12","Educents","2,930,000","seed","2015-04-05","Details",""
"54","Accelerate Baltimore","Allovue","5,100,000","venture","2015-12-16","Details",""
