"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Seedcamp","Saberr","1,000,000","venture","2016-04-05","Details",""
"2","Seedcamp","Basekit","4,500,000","venture","2014-02-03","Details",""
